id,name,calories,ingredients,cuisine,dietType,cookingTime,protein,fat,carbs,fiber,rating,instructions
1943,"Gourmet Kadai Chicken #1943",606,"Mushroom, Carrot, Cumin, Oregano, Lemon, Soy Sauce, Onion, Ginger","Indian","Non-Veg",39,30,20,25,12,4.4,"1. Start by prepping the Mushroom and Carrot. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Oregano and cook until tender. 4. Mix in the remaining ingredients and simmer for 19 minutes. 5. Garnish with fresh herbs and serve warm."
1944,"Quick Prawn Balchao #1944",777,"Tomato, Milk, Pork, Garam Masala, Pasta, Cheese, Sugar, Mushroom","Indian","Veg",15,23,14,83,13,3.9,"1. Start by prepping the Tomato and Milk. 2. Heat a large pan with some oil and sauté the Pork. 3. Add the Garam Masala and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
1945,"Traditional Kadai Chicken #1945",813,"Oregano, Mushroom, Garlic, Tomato, Lentils","Indian","Non-Veg",67,15,20,50,9,4.9,"1. Start by prepping the Oregano and Mushroom. 2. Heat a large pan with some oil and sauté the Garlic. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
1946,"Homemade Rogan Josh #1946",698,"Lentils, Chicken, Flour, Tomato","Indian","Non-Veg",67,39,24,27,2,4.5,"1. Start by prepping the Lentils and Chicken. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
1947,"Chef's Special Chana Masala #1947",226,"Garam Masala, Lemon, Turmeric, Ginger, Coriander, Paneer","Indian","Veg",17,8,15,65,5,4.5,"1. Start by prepping the Garam Masala and Lemon. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
1948,"Healthy Rogan Josh #1948",328,"Mushroom, Rice, Spinach, Turmeric, Sugar, Pasta, Oregano","Indian","Non-Veg",67,23,31,79,7,4.0,"1. Start by prepping the Mushroom and Rice. 2. Heat a large pan with some oil and sauté the Spinach. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
1949,"Modern Twist Chana Masala #1949",527,"Flour, Sugar, Mushroom, Cumin, Ginger, Turmeric, Bell Pepper","Indian","Veg",63,15,22,80,11,3.8,"1. Start by prepping the Flour and Sugar. 2. Heat a large pan with some oil and sauté the Mushroom. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
1950,"Healthy Malai Kofta #1950",701,"Basil, Spinach, Chicken, Cheese, Garlic, Pasta, Pork","Indian","Non-Veg",45,19,15,76,12,4.9,"1. Start by prepping the Basil and Spinach. 2. Heat a large pan with some oil and sauté the Chicken. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
1951,"Classic Kadai Chicken #1951",161,"Chicken, Thyme, Pasta, Soy Sauce, Garam Masala","Indian","Non-Veg",20,36,20,26,5,3.5,"1. Start by prepping the Chicken and Thyme. 2. Heat a large pan with some oil and sauté the Pasta. 3. Add the Soy Sauce and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
1952,"Healthy Prawn Balchao #1952",892,"Egg, Milk, Potato, Coconut Milk, Garlic","Indian","Non-Veg",33,39,31,27,7,4.3,"1. Start by prepping the Egg and Milk. 2. Heat a large pan with some oil and sauté the Potato. 3. Add the Coconut Milk and cook until tender. 4. Mix in the remaining ingredients and simmer for 16 minutes. 5. Garnish with fresh herbs and serve warm."
1953,"Spicy Fish Curry #1953",390,"Yogurt, Oregano, Shrimp, Lemon, Ginger, Rice, Onion","Indian","Non-Veg",69,21,12,29,3,4.3,"1. Start by prepping the Yogurt and Oregano. 2. Heat a large pan with some oil and sauté the Shrimp. 3. Add the Lemon and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
1954,"Gourmet Masala Dosa #1954",397,"Coriander, Garam Masala, Cumin, Olive Oil, Honey, Chili, Carrot","Indian","Non-Veg",16,44,13,74,13,3.7,"1. Start by prepping the Coriander and Garam Masala. 2. Heat a large pan with some oil and sauté the Cumin. 3. Add the Olive Oil and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
1955,"Quick Lamb Vindaloo #1955",149,"Butter, Chili, Bell Pepper, Lamb, Sugar, Milk","Indian","Non-Veg",62,48,37,30,12,3.9,"1. Start by prepping the Butter and Chili. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Lamb and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
1956,"Classic Samosa Chat #1956",881,"Olive Oil, Shrimp, Egg, Butter","Indian","Veg",54,5,28,22,5,4.5,"1. Start by prepping the Olive Oil and Shrimp. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 27 minutes. 5. Garnish with fresh herbs and serve warm."
1957,"Gourmet Butter Chicken #1957",356,"Garlic, Honey, Egg, Coriander, Flour, Onion","Indian","Non-Veg",51,27,34,63,12,3.6,"1. Start by prepping the Garlic and Honey. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Coriander and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
1958,"Healthy Rogan Josh #1958",327,"Mushroom, Garam Masala, Thyme, Basil, Honey, Ginger, Olive Oil, Spinach","Indian","Veg",61,8,31,61,6,4.6,"1. Start by prepping the Mushroom and Garam Masala. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Basil and cook until tender. 4. Mix in the remaining ingredients and simmer for 30 minutes. 5. Garnish with fresh herbs and serve warm."
1959,"Gourmet Chettinad Chicken #1959",190,"Potato, Sugar, Onion, Turmeric, Carrot","Indian","Non-Veg",64,15,31,24,11,3.7,"1. Start by prepping the Potato and Sugar. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Turmeric and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
1960,"Gourmet Hyderabadi Biryani #1960",719,"Chili, Tomato, Garam Masala, Bell Pepper, Mushroom, Oregano, Coconut Milk","Indian","Non-Veg",46,23,10,65,9,3.5,"1. Start by prepping the Chili and Tomato. 2. Heat a large pan with some oil and sauté the Garam Masala. 3. Add the Bell Pepper and cook until tender. 4. Mix in the remaining ingredients and simmer for 23 minutes. 5. Garnish with fresh herbs and serve warm."
1961,"Homemade Chicken Tikka Masala #1961",460,"Pork, Pasta, Coriander, Sugar","Indian","Non-Veg",42,42,27,26,6,3.9,"1. Start by prepping the Pork and Pasta. 2. Heat a large pan with some oil and sauté the Coriander. 3. Add the Sugar and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
1962,"Rustic Dal Makhani #1962",337,"Beans, Lamb, Milk, Chicken, Spinach, Potato, Garam Masala","Indian","Veg",66,19,31,47,3,4.5,"1. Start by prepping the Beans and Lamb. 2. Heat a large pan with some oil and sauté the Milk. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
1963,"Healthy Tandoori Chicken #1963",645,"Milk, Rice, Lemon, Onion, Garam Masala, Soy Sauce, Spinach, Pasta","Indian","Non-Veg",29,45,10,37,9,4.7,"1. Start by prepping the Milk and Rice. 2. Heat a large pan with some oil and sauté the Lemon. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
1964,"Modern Twist Chicken Tikka Masala #1964",322,"Beans, Coriander, Bell Pepper, Onion, Thyme","Indian","Non-Veg",62,39,37,86,5,4.6,"1. Start by prepping the Beans and Coriander. 2. Heat a large pan with some oil and sauté the Bell Pepper. 3. Add the Onion and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
1965,"Healthy Mutter Paneer #1965",391,"Milk, Thyme, Olive Oil, Cumin","Indian","Non-Veg",35,38,17,44,2,5.0,"1. Start by prepping the Milk and Thyme. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
1966,"Chef's Special Butter Chicken #1966",693,"Beef, Beans, Turmeric, Chicken, Basil, Chili","Indian","Non-Veg",74,36,23,56,11,3.6,"1. Start by prepping the Beef and Beans. 2. Heat a large pan with some oil and sauté the Turmeric. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
1967,"Spicy Vada Pav #1967",864,"Mushroom, Olive Oil, Paneer, Lemon, Spinach, Garlic","Indian","Veg",50,24,21,28,13,4.7,"1. Start by prepping the Mushroom and Olive Oil. 2. Heat a large pan with some oil and sauté the Paneer. 3. Add the Lemon and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
1968,"Gourmet Chettinad Chicken #1968",762,"Rice, Milk, Olive Oil, Paneer, Basil","Indian","Non-Veg",62,31,21,43,4,4.1,"1. Start by prepping the Rice and Milk. 2. Heat a large pan with some oil and sauté the Olive Oil. 3. Add the Paneer and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
1969,"Traditional Chicken Tikka Masala #1969",615,"Flour, Potato, Sugar, Cumin, Oregano, Honey, Beef","Indian","Non-Veg",31,49,29,69,7,4.7,"1. Start by prepping the Flour and Potato. 2. Heat a large pan with some oil and sauté the Sugar. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 15 minutes. 5. Garnish with fresh herbs and serve warm."
1970,"Spicy Lamb Vindaloo #1970",755,"Coconut Milk, Lemon, Cheese, Cumin, Ginger","Indian","Non-Veg",15,28,33,28,9,4.7,"1. Start by prepping the Coconut Milk and Lemon. 2. Heat a large pan with some oil and sauté the Cheese. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 7 minutes. 5. Garnish with fresh herbs and serve warm."
1971,"Classic Butter Chicken #1971",473,"Onion, Garam Masala, Potato, Oregano, Coconut Milk, Pasta, Flour, Sugar","Indian","Veg",44,6,12,75,9,4.0,"1. Start by prepping the Onion and Garam Masala. 2. Heat a large pan with some oil and sauté the Potato. 3. Add the Oregano and cook until tender. 4. Mix in the remaining ingredients and simmer for 22 minutes. 5. Garnish with fresh herbs and serve warm."
1972,"Gourmet Rogan Josh #1972",780,"Oregano, Lentils, Flour, Cream, Tomato","Indian","Non-Veg",28,18,34,34,13,3.5,"1. Start by prepping the Oregano and Lentils. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Cream and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
1973,"Rustic Dal Makhani #1973",558,"Milk, Lamb, Egg, Cumin, Rice, Flour, Mushroom, Chicken","Indian","Non-Veg",43,46,14,45,3,4.3,"1. Start by prepping the Milk and Lamb. 2. Heat a large pan with some oil and sauté the Egg. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 21 minutes. 5. Garnish with fresh herbs and serve warm."
1974,"Spicy Baingan Bharta #1974",584,"Coconut Milk, Butter, Sugar, Thyme, Potato, Cheese","Indian","Veg",26,8,35,26,5,4.2,"1. Start by prepping the Coconut Milk and Butter. 2. Heat a large pan with some oil and sauté the Sugar. 3. Add the Thyme and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
1975,"Rustic Prawn Balchao #1975",106,"Spinach, Bell Pepper, Thyme, Butter, Beans, Cumin","Indian","Non-Veg",63,35,20,23,12,4.9,"1. Start by prepping the Spinach and Bell Pepper. 2. Heat a large pan with some oil and sauté the Thyme. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 31 minutes. 5. Garnish with fresh herbs and serve warm."
1976,"Quick Prawn Balchao #1976",163,"Paneer, Lemon, Cheese, Yogurt, Milk","Indian","Veg",65,9,13,83,8,4.5,"1. Start by prepping the Paneer and Lemon. 2. Heat a large pan with some oil and sauté the Cheese. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 32 minutes. 5. Garnish with fresh herbs and serve warm."
1977,"Quick Butter Chicken #1977",743,"Lemon, Chicken, Soy Sauce, Butter, Honey, Beans, Tomato, Pork","Indian","Veg",34,9,19,50,12,4.1,"1. Start by prepping the Lemon and Chicken. 2. Heat a large pan with some oil and sauté the Soy Sauce. 3. Add the Butter and cook until tender. 4. Mix in the remaining ingredients and simmer for 17 minutes. 5. Garnish with fresh herbs and serve warm."
1978,"Chef's Special Baingan Bharta #1978",171,"Cheese, Tomato, Chili, Cumin, Rice, Pasta, Lamb, Onion","Indian","Veg",17,13,18,73,12,3.9,"1. Start by prepping the Cheese and Tomato. 2. Heat a large pan with some oil and sauté the Chili. 3. Add the Cumin and cook until tender. 4. Mix in the remaining ingredients and simmer for 8 minutes. 5. Garnish with fresh herbs and serve warm."
1979,"Quick Lamb Vindaloo #1979",839,"Thyme, Carrot, Beans, Ginger, Bell Pepper, Milk","Indian","Non-Veg",69,26,14,69,7,3.8,"1. Start by prepping the Thyme and Carrot. 2. Heat a large pan with some oil and sauté the Beans. 3. Add the Ginger and cook until tender. 4. Mix in the remaining ingredients and simmer for 34 minutes. 5. Garnish with fresh herbs and serve warm."
1980,"Gourmet Samosa Chat #1980",548,"Lamb, Egg, Garam Masala, Chicken, Soy Sauce","Indian","Veg",18,6,12,39,3,3.6,"1. Start by prepping the Lamb and Egg. 2. Heat a large pan with some oil and sauté the Garam Masala. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 9 minutes. 5. Garnish with fresh herbs and serve warm."
1981,"Rustic Pav Bhaji #1981",836,"Soy Sauce, Shrimp, Flour, Yogurt, Olive Oil, Milk","Indian","Non-Veg",66,38,11,60,8,3.7,"1. Start by prepping the Soy Sauce and Shrimp. 2. Heat a large pan with some oil and sauté the Flour. 3. Add the Yogurt and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
1982,"Modern Twist Fish Curry #1982",677,"Soy Sauce, Yogurt, Cream, Beans, Spinach","Indian","Veg",21,11,26,46,13,4.6,"1. Start by prepping the Soy Sauce and Yogurt. 2. Heat a large pan with some oil and sauté the Cream. 3. Add the Beans and cook until tender. 4. Mix in the remaining ingredients and simmer for 10 minutes. 5. Garnish with fresh herbs and serve warm."
1983,"Chef's Special Vada Pav #1983",328,"Mushroom, Carrot, Onion, Beef, Honey","Indian","Non-Veg",50,23,19,89,12,4.0,"1. Start by prepping the Mushroom and Carrot. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Beef and cook until tender. 4. Mix in the remaining ingredients and simmer for 25 minutes. 5. Garnish with fresh herbs and serve warm."
1984,"Modern Twist Kadai Chicken #1984",711,"Olive Oil, Yogurt, Paneer, Cheese, Garlic, Coconut Milk","Indian","Non-Veg",29,22,13,80,7,4.9,"1. Start by prepping the Olive Oil and Yogurt. 2. Heat a large pan with some oil and sauté the Paneer. 3. Add the Cheese and cook until tender. 4. Mix in the remaining ingredients and simmer for 14 minutes. 5. Garnish with fresh herbs and serve warm."
1985,"Healthy Aloo Gobi #1985",271,"Egg, Thyme, Lamb, Chicken, Bell Pepper","Indian","Veg",74,9,16,87,2,4.8,"1. Start by prepping the Egg and Thyme. 2. Heat a large pan with some oil and sauté the Lamb. 3. Add the Chicken and cook until tender. 4. Mix in the remaining ingredients and simmer for 37 minutes. 5. Garnish with fresh herbs and serve warm."
1986,"Classic Rogan Josh #1986",468,"Soy Sauce, Olive Oil, Onion, Shrimp, Egg, Thyme, Tomato, Coconut Milk","Indian","Non-Veg",26,20,28,55,7,4.2,"1. Start by prepping the Soy Sauce and Olive Oil. 2. Heat a large pan with some oil and sauté the Onion. 3. Add the Shrimp and cook until tender. 4. Mix in the remaining ingredients and simmer for 13 minutes. 5. Garnish with fresh herbs and serve warm."
1987,"Modern Twist Pav Bhaji #1987",152,"Pork, Chili, Honey, Tomato","Indian","Non-Veg",66,25,13,88,7,4.5,"1. Start by prepping the Pork and Chili. 2. Heat a large pan with some oil and sauté the Honey. 3. Add the Tomato and cook until tender. 4. Mix in the remaining ingredients and simmer for 33 minutes. 5. Garnish with fresh herbs and serve warm."
